incident_id,event_timestamp,service_name,gcp_region,owning_team,severity,root_cause,alert_count,duplicate_alerts,p95_latency_ms,error_rate_pct,cpu_utilization_pct,memory_utilization_pct,deployment_within_2h,customer_impact_score,mttr_minutes,escalated
inc-004767,2026-01-24T04:02:00+00:00,inventory,europe-west1,sre,medium,database_latency,5,3,747,0.0,63.32,61.56,0,20.93,30,0
inc-004768,2026-01-24T04:09:00+00:00,checkout,us-east1,backend,low,database_latency,13,6,797,2.654,73.87,100,0,33.74,71,0
inc-004769,2026-01-24T04:16:00+00:00,recommendations,us-central1,sre,high,database_latency,36,17,619,0.619,84.38,88.88,0,33.53,121,1
inc-004770,2026-01-24T04:23:00+00:00,search,us-central1,platform,low,bad_deploy,12,2,139,4.675,81.39,64.96,1,22.9,49,0
inc-004771,2026-01-24T04:30:00+00:00,inventory,europe-west1,platform,medium,dependency_timeout,22,10,367,0.414,74.08,61.44,0,20.32,81,0
inc-004772,2026-01-24T04:37:00+00:00,search,asia-south1,platform,medium,database_latency,16,8,1002,0.0,78.42,74.86,0,32.25,54,0
inc-004773,2026-01-24T04:44:00+00:00,user-profile,us-east1,ml-platform,critical,database_latency,102,27,505,1.578,51.94,74.37,0,63.26,368,1
inc-004774,2026-01-24T04:51:00+00:00,checkout,asia-south1,ml-platform,low,bad_deploy,6,1,215,4.356,65.87,58.51,1,21.14,40,0
inc-004775,2026-01-24T04:58:00+00:00,checkout,us-east1,platform,high,database_latency,28,12,857,0.0,93.48,78.86,1,34.02,57,1
inc-004776,2026-01-24T05:05:00+00:00,search,us-central1,platform,low,traffic_spike,5,2,66,0.651,57.9,75.23,0,5.85,11,0
inc-004777,2026-01-24T05:12:00+00:00,recommendations,asia-south1,payments,medium,database_latency,23,8,1008,0.853,50.99,67.5,1,38.11,100,0
inc-004778,2026-01-24T05:19:00+00:00,inventory,us-central1,payments,critical,dependency_timeout,139,32,302,1.004,74.38,77.44,0,73.11,244,1
inc-004779,2026-01-24T05:26:00+00:00,payments,asia-south1,sre,medium,database_latency,21,2,960,0.0,88.91,76.82,1,33.45,88,0
inc-004780,2026-01-24T05:33:00+00:00,payments,asia-south1,backend,medium,bad_deploy,11,3,254,5.855,66.1,72.69,1,28.87,48,0
inc-004781,2026-01-24T05:40:00+00:00,search,europe-west1,sre,high,dependency_timeout,20,6,966,1.078,45.1,56.6,1,36.38,61,1
inc-004782,2026-01-24T05:47:00+00:00,checkout,europe-west1,sre,high,traffic_spike,41,15,257,0.0,61.63,58.1,0,24.88,128,1
inc-004783,2026-01-24T05:54:00+00:00,recommendations,europe-west1,ml-platform,high,database_latency,46,21,1000,1.642,79.23,79.13,0,50.63,82,1
inc-004784,2026-01-24T06:01:00+00:00,inventory,asia-south1,backend,medium,traffic_spike,14,8,196,1.571,77.43,64.9,0,15.91,50,0
inc-004785,2026-01-24T06:08:00+00:00,checkout,us-east1,payments,high,database_latency,42,11,372,0.636,87.5,64.02,0,30.11,106,1
inc-004786,2026-01-24T06:15:00+00:00,inventory,asia-south1,sre,medium,database_latency,15,2,860,0.55,97.72,74.22,1,29.9,53,0
inc-004787,2026-01-24T06:22:00+00:00,inventory,asia-south1,platform,high,traffic_spike,42,24,158,0.508,45.07,41.59,0,24.37,89,1
inc-004788,2026-01-24T06:29:00+00:00,payments,us-central1,platform,critical,dependency_timeout,34,8,992,1.606,41.58,59.58,0,44.92,128,1
inc-004789,2026-01-24T06:36:00+00:00,payments,us-east1,ml-platform,high,bad_deploy,61,18,187,8.44,58.59,50.52,1,57.44,210,1
inc-004790,2026-01-24T06:43:00+00:00,payments,us-east1,platform,high,traffic_spike,57,26,67,0.561,43.01,60.27,0,29.01,147,1
inc-004791,2026-01-24T06:50:00+00:00,user-profile,us-central1,payments,medium,bad_deploy,20,10,247,7.084,68.21,59.81,1,36.43,68,0
inc-004792,2026-01-24T06:57:00+00:00,recommendations,europe-west1,backend,medium,database_latency,12,3,454,1.37,66.6,92.86,0,20.86,51,0
inc-004793,2026-01-24T07:04:00+00:00,recommendations,us-east1,backend,low,traffic_spike,15,8,267,0.455,58.86,70.55,0,14.79,48,0
inc-004794,2026-01-24T07:11:00+00:00,inventory,us-central1,payments,low,bad_deploy,3,0,149,5.516,39.86,52.26,1,21.62,31,0
inc-004795,2026-01-24T07:18:00+00:00,inventory,asia-south1,sre,critical,database_latency,104,26,335,1.809,39.05,63.95,0,60.6,211,1
inc-004796,2026-01-24T07:25:00+00:00,checkout,asia-south1,platform,low,dependency_timeout,9,5,489,0.818,51.57,65.44,0,18.73,34,0
inc-004797,2026-01-24T07:32:00+00:00,inventory,asia-south1,backend,medium,traffic_spike,10,3,268,1.367,88.66,70.57,0,15.3,37,0
inc-004798,2026-01-24T07:39:00+00:00,checkout,us-central1,platform,medium,traffic_spike,23,12,219,0.57,82.49,63.04,0,17.53,87,0
inc-004799,2026-01-24T07:46:00+00:00,user-profile,europe-west1,platform,medium,quota_exhaustion,28,11,151,6.234,92.61,70.23,1,35.08,124,1
inc-004800,2026-01-24T07:53:00+00:00,inventory,us-east1,payments,medium,database_latency,26,12,755,0.0,93.8,76.64,0,30.58,90,0
inc-004801,2026-01-24T08:00:00+00:00,user-profile,europe-west1,platform,low,quota_exhaustion,9,1,174,9.132,88.67,82.26,0,35.8,65,1
inc-004802,2026-01-24T08:07:00+00:00,inventory,asia-south1,payments,low,traffic_spike,7,3,209,1.451,76.35,73.66,0,12.73,21,0
inc-004803,2026-01-24T08:14:00+00:00,payments,europe-west1,platform,low,database_latency,9,2,853,1.402,76.91,55.87,0,29.58,48,0
inc-004804,2026-01-24T08:21:00+00:00,inventory,europe-west1,sre,low,traffic_spike,1,0,232,0.791,74.63,89.58,0,8.62,9,0
inc-004805,2026-01-24T08:28:00+00:00,payments,asia-south1,ml-platform,medium,traffic_spike,23,5,183,1.79,66.2,93.1,0,20.29,89,0
inc-004806,2026-01-24T08:35:00+00:00,inventory,asia-south1,backend,medium,database_latency,6,3,904,0.998,52.18,75.02,0,28.29,37,0
inc-004807,2026-01-24T08:42:00+00:00,inventory,us-central1,payments,low,bad_deploy,5,2,212,9.072,49.68,56.05,1,34.77,51,1
inc-004808,2026-01-24T08:49:00+00:00,inventory,asia-south1,sre,medium,traffic_spike,18,11,208,1.17,73.92,63.42,0,16.81,67,0
inc-004809,2026-01-24T08:56:00+00:00,inventory,us-east1,ml-platform,high,dependency_timeout,59,8,910,0.013,35.49,43.29,0,49.34,215,1
inc-004810,2026-01-24T09:03:00+00:00,inventory,europe-west1,sre,critical,bad_deploy,117,56,201,11.35,36.19,59.0,1,91.72,255,1
inc-004811,2026-01-24T09:10:00+00:00,recommendations,europe-west1,payments,high,dependency_timeout,43,15,284,0.6,53.01,86.44,0,28.25,138,1
inc-004812,2026-01-24T09:17:00+00:00,user-profile,us-central1,platform,medium,dependency_timeout,22,12,1094,1.05,93.53,66.46,0,40.4,95,0
inc-004813,2026-01-24T09:24:00+00:00,payments,asia-south1,ml-platform,low,database_latency,11,6,890,0.516,67.84,59.68,0,28.75,36,0
inc-004814,2026-01-24T09:31:00+00:00,inventory,asia-south1,platform,low,quota_exhaustion,6,1,323,5.535,66.88,66.55,0,27.38,41,0
inc-004815,2026-01-24T09:38:00+00:00,checkout,us-central1,sre,medium,dependency_timeout,19,10,992,0.302,62.44,55.74,1,34.26,68,0
inc-004816,2026-01-24T09:45:00+00:00,recommendations,us-east1,ml-platform,medium,bad_deploy,11,5,92,5.468,58.62,80.93,1,23.65,60,0
inc-004817,2026-01-24T09:52:00+00:00,payments,asia-south1,ml-platform,critical,quota_exhaustion,100,45,147,6.785,58.6,59.96,0,69.03,348,1
inc-004818,2026-01-24T09:59:00+00:00,recommendations,europe-west1,backend,low,database_latency,6,3,944,0.963,43.97,84.33,0,29.19,31,0
inc-004819,2026-01-24T10:06:00+00:00,recommendations,us-east1,sre,medium,traffic_spike,20,11,157,0.473,51.71,75.94,1,14.34,40,0
inc-004820,2026-01-24T10:13:00+00:00,checkout,us-east1,sre,high,database_latency,64,40,1136,1.087,79.13,61.1,0,60.46,141,1
inc-004821,2026-01-24T10:20:00+00:00,inventory,us-east1,sre,low,database_latency,7,3,562,2.453,77.2,100,0,24.56,36,0
inc-004822,2026-01-24T10:27:00+00:00,search,us-central1,ml-platform,medium,traffic_spike,24,14,182,0.602,74.31,57.01,0,17.16,84,0
inc-004823,2026-01-24T10:34:00+00:00,recommendations,us-east1,backend,critical,database_latency,145,64,493,0.578,45.97,61.44,0,79.31,500,1
inc-004824,2026-01-24T10:41:00+00:00,recommendations,us-east1,ml-platform,medium,dependency_timeout,21,7,409,0.856,59.17,68.92,0,22.24,67,0
inc-004825,2026-01-24T10:48:00+00:00,checkout,us-central1,sre,medium,traffic_spike,23,13,181,2.629,78.08,65.18,0,22.76,56,0
inc-004826,2026-01-24T10:55:00+00:00,search,asia-south1,sre,low,dependency_timeout,4,1,664,0.551,42.71,73.43,0,20.05,20,0
inc-004827,2026-01-24T11:02:00+00:00,payments,asia-south1,ml-platform,low,database_latency,4,0,705,0.0,77.03,60.39,0,19.43,20,0
inc-004828,2026-01-24T11:09:00+00:00,inventory,europe-west1,ml-platform,high,quota_exhaustion,32,7,219,7.301,72.5,46.92,0,41.78,107,1
inc-004829,2026-01-24T11:16:00+00:00,checkout,europe-west1,platform,medium,database_latency,24,10,541,2.228,34.23,45.68,0,31.01,48,0
inc-004830,2026-01-24T11:23:00+00:00,checkout,europe-west1,backend,medium,dependency_timeout,13,2,951,1.093,61.15,26.31,0,32.9,42,0
inc-004831,2026-01-24T11:30:00+00:00,user-profile,us-central1,sre,medium,database_latency,21,10,511,2.285,92.86,51.94,0,29.08,82,0
inc-004832,2026-01-24T11:37:00+00:00,payments,us-east1,payments,low,traffic_spike,3,0,208,1.37,65.52,49.48,1,10.66,16,0
inc-004833,2026-01-24T11:44:00+00:00,payments,us-central1,ml-platform,medium,database_latency,13,3,428,0.194,88.69,57.56,1,17.13,25,0
inc-004834,2026-01-24T11:51:00+00:00,user-profile,us-central1,sre,low,quota_exhaustion,9,1,228,6.997,82.81,57.98,1,30.74,55,0
inc-004835,2026-01-24T11:58:00+00:00,search,us-central1,ml-platform,low,database_latency,9,3,741,1.015,69.07,77.33,0,25.62,46,0
inc-004836,2026-01-24T12:05:00+00:00,user-profile,europe-west1,backend,medium,dependency_timeout,23,6,729,0.346,69.83,72.16,0,29.61,79,0
inc-004837,2026-01-24T12:12:00+00:00,user-profile,europe-west1,ml-platform,high,bad_deploy,50,13,132,7.807,87.92,56.58,1,49.22,183,1
inc-004838,2026-01-24T12:19:00+00:00,checkout,europe-west1,platform,medium,dependency_timeout,23,11,1081,0.0,59.78,53.63,0,37.38,68,0
inc-004839,2026-01-24T12:26:00+00:00,inventory,us-central1,platform,medium,database_latency,32,18,690,0.929,28.88,69.9,0,34.44,124,1
inc-004840,2026-01-24T12:33:00+00:00,inventory,us-central1,sre,low,traffic_spike,9,1,265,1.316,59.67,73.69,0,14.62,34,0
inc-004841,2026-01-24T12:40:00+00:00,inventory,us-central1,ml-platform,low,traffic_spike,10,3,93,1.45,39.54,79.57,0,11.18,25,0
inc-004842,2026-01-24T12:47:00+00:00,checkout,us-central1,ml-platform,high,database_latency,49,23,786,0.782,69.25,60.1,0,44.05,90,1
inc-004843,2026-01-24T12:54:00+00:00,user-profile,europe-west1,ml-platform,high,bad_deploy,35,14,197,3.226,50.83,74.37,1,30.35,121,1
inc-004844,2026-01-24T13:01:00+00:00,user-profile,europe-west1,platform,medium,traffic_spike,27,15,102,1.095,73.01,88.91,1,17.98,87,0
inc-004845,2026-01-24T13:08:00+00:00,recommendations,europe-west1,payments,medium,quota_exhaustion,17,9,200,8.0,58.13,48.41,0,36.65,63,0
inc-004846,2026-01-24T13:15:00+00:00,recommendations,europe-west1,payments,low,database_latency,11,3,266,0.0,39.64,49.15,0,11.6,38,0
inc-004847,2026-01-24T13:22:00+00:00,checkout,europe-west1,platform,low,traffic_spike,5,2,90,2.077,64.51,56.06,1,10.73,22,0
inc-004848,2026-01-24T13:29:00+00:00,search,us-central1,platform,low,database_latency,10,6,886,1.446,76.45,75.57,0,30.99,56,0
inc-004849,2026-01-24T13:36:00+00:00,payments,asia-south1,backend,medium,traffic_spike,17,10,145,0.0,80.16,65.79,0,11.28,59,0
inc-004850,2026-01-24T13:43:00+00:00,search,europe-west1,platform,low,dependency_timeout,10,5,535,1.35,80.03,56.56,0,21.93,32,0
inc-004851,2026-01-24T13:50:00+00:00,search,us-east1,platform,critical,quota_exhaustion,124,53,213,5.693,86.3,48.1,0,78.2,244,1
inc-004852,2026-01-24T13:57:00+00:00,payments,us-east1,platform,medium,bad_deploy,14,6,155,9.623,36.24,85.19,1,39.04,87,1
inc-004853,2026-01-24T14:04:00+00:00,checkout,asia-south1,sre,low,traffic_spike,4,2,172,2.2,42.11,72.9,0,12.7,19,0
inc-004854,2026-01-24T14:11:00+00:00,search,europe-west1,backend,low,traffic_spike,10,2,192,1.518,76.12,55.25,0,13.85,29,0
inc-004855,2026-01-24T14:18:00+00:00,user-profile,asia-south1,ml-platform,medium,bad_deploy,19,9,114,11.019,52.47,74.01,1,44.46,83,1
inc-004856,2026-01-24T14:25:00+00:00,inventory,us-east1,ml-platform,low,quota_exhaustion,6,2,211,6.97,52.93,84.09,1,28.88,43,0
inc-004857,2026-01-24T14:32:00+00:00,payments,europe-west1,backend,medium,traffic_spike,18,3,204,1.252,74.73,68.16,0,16.96,43,0
inc-004858,2026-01-24T14:39:00+00:00,recommendations,asia-south1,sre,high,traffic_spike,56,35,219,0.444,88.01,84.06,0,32.01,197,1
inc-004859,2026-01-24T14:46:00+00:00,payments,us-central1,sre,low,bad_deploy,6,2,197,7.579,71.36,69.22,1,30.36,48,0
inc-004860,2026-01-24T14:53:00+00:00,payments,us-central1,payments,critical,quota_exhaustion,137,82,160,10.946,60.98,55.67,1,98.49,300,1
inc-004861,2026-01-24T15:00:00+00:00,search,asia-south1,backend,low,traffic_spike,10,2,194,1.392,33.68,43.3,1,13.53,28,0
inc-004862,2026-01-24T15:07:00+00:00,recommendations,us-east1,payments,high,database_latency,49,26,792,0.242,69.05,54.67,0,42.58,159,1
inc-004863,2026-01-24T15:14:00+00:00,payments,europe-west1,platform,high,bad_deploy,44,15,139,6.701,100,73.89,1,43.38,180,1
inc-004864,2026-01-24T15:21:00+00:00,checkout,asia-south1,backend,medium,traffic_spike,23,5,256,0.036,61.42,71.83,0,16.86,62,0
inc-004865,2026-01-24T15:28:00+00:00,user-profile,us-central1,ml-platform,low,bad_deploy,9,3,178,8.856,63.57,74.86,1,35.07,57,1
inc-004866,2026-01-24T15:35:00+00:00,user-profile,us-east1,platform,low,bad_deploy,6,3,266,10.964,81.61,70.84,1,42.24,62,1
inc-004867,2026-01-24T15:42:00+00:00,inventory,asia-south1,sre,medium,database_latency,25,13,336,0.014,65.63,89.08,1,19.69,64,0
inc-004868,2026-01-24T15:49:00+00:00,payments,us-east1,payments,low,traffic_spike,8,0,101,0.686,85.0,66.91,1,8.18,32,0
inc-004869,2026-01-24T15:56:00+00:00,search,us-central1,backend,low,traffic_spike,10,2,135,0.268,51.3,68.29,0,8.68,19,0
inc-004870,2026-01-24T16:03:00+00:00,search,us-east1,backend,critical,dependency_timeout,117,68,972,1.004,62.48,70.39,0,79.96,318,1
inc-004871,2026-01-24T16:10:00+00:00,payments,europe-west1,payments,low,bad_deploy,9,5,208,10.192,42.86,67.78,1,39.83,69,1
inc-004872,2026-01-24T16:17:00+00:00,payments,us-central1,payments,low,dependency_timeout,1,0,589,0.423,67.29,82.54,0,16.44,14,0
inc-004873,2026-01-24T16:24:00+00:00,recommendations,europe-west1,payments,low,quota_exhaustion,3,1,119,3.382,82.76,86.56,0,14.47,19,0
inc-004874,2026-01-24T16:31:00+00:00,payments,asia-south1,platform,low,traffic_spike,9,4,206,1.316,78.02,59.39,1,13.15,29,0
inc-004875,2026-01-24T16:38:00+00:00,recommendations,asia-south1,sre,low,bad_deploy,4,0,166,7.487,50.04,58.54,1,28.41,39,0
inc-004876,2026-01-24T16:45:00+00:00,checkout,asia-south1,ml-platform,medium,bad_deploy,25,5,24,10.406,68.95,53.62,1,43.07,98,1
inc-004877,2026-01-24T16:52:00+00:00,search,us-east1,ml-platform,high,bad_deploy,39,13,254,5.178,66.23,57.42,1,39.43,87,1
inc-004878,2026-01-24T16:59:00+00:00,checkout,us-east1,ml-platform,low,database_latency,8,1,669,0.463,46.32,66.49,0,21.71,25,0
inc-004879,2026-01-24T17:06:00+00:00,recommendations,us-central1,sre,critical,traffic_spike,83,42,165,0.0,69.63,70.1,0,41.48,130,1
inc-004880,2026-01-24T17:13:00+00:00,inventory,asia-south1,sre,high,dependency_timeout,49,8,997,0.896,42.63,60.5,0,49.66,171,1
inc-004881,2026-01-24T17:20:00+00:00,checkout,us-east1,platform,high,quota_exhaustion,32,3,215,12.148,17.42,68.39,0,56.22,114,1
inc-004882,2026-01-24T17:27:00+00:00,user-profile,us-east1,payments,high,quota_exhaustion,64,21,60,13.317,62.47,42.69,0,70.25,270,1
inc-004883,2026-01-24T17:34:00+00:00,user-profile,us-east1,backend,low,dependency_timeout,14,5,505,1.896,83.37,70.75,0,24.61,51,0
inc-004884,2026-01-24T17:41:00+00:00,recommendations,us-central1,sre,low,dependency_timeout,9,0,692,1.774,33.84,79.16,1,26.67,39,0
inc-004885,2026-01-24T17:48:00+00:00,user-profile,asia-south1,backend,medium,quota_exhaustion,27,2,99,5.642,55.79,68.45,0,31.55,82,0
inc-004886,2026-01-24T17:55:00+00:00,recommendations,europe-west1,platform,low,quota_exhaustion,7,2,186,8.914,77.98,61.5,0,34.54,54,1
inc-004887,2026-01-24T18:02:00+00:00,checkout,us-central1,ml-platform,medium,bad_deploy,19,9,163,6.042,73.7,66.93,1,30.75,84,0
inc-004888,2026-01-24T18:09:00+00:00,search,us-east1,platform,low,database_latency,5,1,548,1.458,67.44,75.61,0,20.32,29,0
inc-004889,2026-01-24T18:16:00+00:00,checkout,us-central1,payments,medium,traffic_spike,13,4,176,0.338,81.23,79.46,0,11.26,43,0
inc-004890,2026-01-24T18:23:00+00:00,search,us-east1,platform,critical,traffic_spike,90,57,149,0.638,82.27,81.06,0,46.14,179,1
inc-004891,2026-01-24T18:30:00+00:00,user-profile,europe-west1,platform,high,dependency_timeout,52,17,805,0.827,50.44,67.0,1,46.01,137,1
inc-004892,2026-01-24T18:37:00+00:00,search,europe-west1,ml-platform,low,quota_exhaustion,7,2,163,12.035,66.68,39.76,0,43.33,69,1
inc-004893,2026-01-24T18:44:00+00:00,recommendations,us-central1,backend,high,traffic_spike,45,18,154,1.027,43.33,68.95,0,27.18,90,1
inc-004894,2026-01-24T18:51:00+00:00,user-profile,asia-south1,payments,low,dependency_timeout,7,3,376,0.315,33.79,46.85,0,13.5,27,0
inc-004895,2026-01-24T18:58:00+00:00,inventory,us-east1,sre,medium,database_latency,18,11,1056,0.704,36.05,69.54,0,36.61,61,0
inc-004896,2026-01-24T19:05:00+00:00,payments,asia-south1,ml-platform,medium,traffic_spike,19,10,99,0.241,58.97,82.43,0,11.75,38,0
inc-004897,2026-01-24T19:12:00+00:00,user-profile,us-east1,payments,high,dependency_timeout,46,23,981,2.103,90.0,70.61,0,51.53,188,1
inc-004898,2026-01-24T19:19:00+00:00,recommendations,us-central1,payments,medium,dependency_timeout,14,2,281,1.607,100,100,0,18.15,59,0
inc-004899,2026-01-24T19:26:00+00:00,checkout,europe-west1,platform,low,traffic_spike,3,1,142,0.0,53.23,85.44,0,4.9,9,0
inc-004900,2026-01-24T19:33:00+00:00,payments,us-east1,ml-platform,medium,quota_exhaustion,24,12,157,5.42,63.91,65.77,0,30.98,68,0
inc-004901,2026-01-24T19:40:00+00:00,inventory,us-east1,ml-platform,high,database_latency,37,4,629,0.891,57.51,79.49,1,35.05,144,1
inc-004902,2026-01-24T19:47:00+00:00,inventory,us-east1,ml-platform,high,bad_deploy,51,25,196,8.24,62.14,48.52,1,52.57,194,1
inc-004903,2026-01-24T19:54:00+00:00,inventory,europe-west1,platform,medium,quota_exhaustion,23,7,149,6.569,48.79,75.67,1,33.78,100,0
inc-004904,2026-01-24T20:01:00+00:00,search,europe-west1,ml-platform,high,traffic_spike,47,18,229,0.625,61.32,73.2,1,28.75,144,1
inc-004905,2026-01-24T20:08:00+00:00,user-profile,europe-west1,ml-platform,critical,traffic_spike,106,47,80,1.396,36.73,65.4,0,53.89,290,1
inc-004906,2026-01-24T20:15:00+00:00,user-profile,asia-south1,ml-platform,low,database_latency,11,6,420,1.163,90.69,85.96,1,18.94,38,0
inc-004907,2026-01-24T20:22:00+00:00,payments,asia-south1,ml-platform,medium,database_latency,20,7,697,0.527,76.84,30.75,0,28.01,44,0
inc-004908,2026-01-24T20:29:00+00:00,recommendations,us-east1,ml-platform,low,bad_deploy,6,1,186,6.823,84.33,74.53,1,27.82,51,0
inc-004909,2026-01-24T20:36:00+00:00,recommendations,us-east1,ml-platform,medium,bad_deploy,12,1,73,12.156,100,89.16,1,43.69,68,1
inc-004910,2026-01-24T20:43:00+00:00,recommendations,us-east1,payments,high,bad_deploy,17,2,254,5.404,54.14,64.6,1,30.21,47,1
inc-004911,2026-01-24T20:50:00+00:00,user-profile,us-east1,backend,medium,traffic_spike,14,1,319,1.044,53.76,56.73,0,17.41,50,0
inc-004912,2026-01-24T20:57:00+00:00,checkout,us-east1,sre,high,database_latency,46,23,427,0.0,44.92,75.7,0,31.38,89,1
inc-004913,2026-01-24T21:04:00+00:00,inventory,us-east1,ml-platform,low,traffic_spike,12,7,318,0.948,85.86,95.48,0,16.19,35,0
inc-004914,2026-01-24T21:11:00+00:00,checkout,asia-south1,payments,low,bad_deploy,8,2,161,11.961,45.62,59.28,1,43.51,72,1
inc-004915,2026-01-24T21:18:00+00:00,recommendations,us-central1,payments,medium,database_latency,18,7,782,0.948,64.65,78.05,0,30.49,76,0
inc-004916,2026-01-24T21:25:00+00:00,payments,us-east1,platform,medium,traffic_spike,9,3,226,1.431,53.32,94.29,0,13.99,36,0
inc-004917,2026-01-24T21:32:00+00:00,user-profile,europe-west1,backend,high,database_latency,50,27,1101,1.092,61.43,95.32,1,53.3,95,1
inc-004918,2026-01-24T21:39:00+00:00,inventory,asia-south1,sre,high,traffic_spike,25,9,292,0.461,38.58,88.19,0,19.93,62,1
inc-004919,2026-01-24T21:46:00+00:00,recommendations,us-central1,backend,low,dependency_timeout,3,1,951,1.273,63.84,53.77,0,28.94,32,0
inc-004920,2026-01-24T21:53:00+00:00,search,europe-west1,ml-platform,low,traffic_spike,9,2,166,0.93,68.84,94.57,1,10.99,28,0
inc-004921,2026-01-24T22:00:00+00:00,recommendations,us-east1,sre,low,quota_exhaustion,7,1,164,11.092,53.82,36.73,0,40.53,62,1
inc-004922,2026-01-24T22:07:00+00:00,recommendations,asia-south1,payments,medium,database_latency,27,16,594,1.555,72.7,35.53,0,31.66,56,0
inc-004923,2026-01-24T22:14:00+00:00,search,asia-south1,platform,low,dependency_timeout,8,1,900,0.0,80.47,70.01,0,26.1,29,0
inc-004924,2026-01-24T22:21:00+00:00,user-profile,asia-south1,ml-platform,low,database_latency,10,1,1101,0.966,51.1,75.41,0,34.92,47,0
inc-004925,2026-01-24T22:28:00+00:00,search,europe-west1,payments,high,database_latency,25,7,649,1.333,48.68,65.12,0,31.47,89,1
inc-004926,2026-01-24T22:35:00+00:00,recommendations,us-east1,ml-platform,medium,dependency_timeout,11,3,948,0.0,22.08,62.92,0,28.65,39,0
inc-004927,2026-01-24T22:42:00+00:00,checkout,us-central1,backend,medium,dependency_timeout,34,16,1019,0.522,42.72,70.18,0,42.34,68,0
inc-004928,2026-01-24T22:49:00+00:00,recommendations,us-east1,backend,medium,database_latency,20,2,608,0.0,67.1,50.82,0,24.2,79,0
inc-004929,2026-01-24T22:56:00+00:00,checkout,europe-west1,backend,high,traffic_spike,30,16,136,0.536,75.01,81.05,0,18.51,72,1
inc-004930,2026-01-24T23:03:00+00:00,user-profile,asia-south1,ml-platform,medium,dependency_timeout,26,4,335,0.582,81.7,82.62,0,21.82,65,0
inc-004931,2026-01-24T23:10:00+00:00,payments,asia-south1,payments,critical,bad_deploy,106,66,166,6.874,59.33,58.97,1,72.47,240,1
inc-004932,2026-01-24T23:17:00+00:00,inventory,europe-west1,platform,low,quota_exhaustion,7,1,190,7.393,75.45,75.32,0,30.08,45,0
inc-004933,2026-01-24T23:24:00+00:00,recommendations,europe-west1,sre,medium,dependency_timeout,16,1,391,1.042,91.08,70.37,0,20.1,63,0
inc-004934,2026-01-24T23:31:00+00:00,user-profile,us-central1,sre,medium,database_latency,18,6,458,0.512,71.79,56.28,1,21.09,53,0
inc-004935,2026-01-24T23:38:00+00:00,checkout,europe-west1,ml-platform,medium,dependency_timeout,16,9,946,1.744,55.1,68.66,0,36.08,69,0
inc-004936,2026-01-24T23:45:00+00:00,recommendations,us-east1,sre,medium,database_latency,16,6,318,0.205,94.04,59.88,0,15.77,40,0
inc-004937,2026-01-24T23:52:00+00:00,recommendations,us-east1,sre,low,dependency_timeout,8,4,977,1.426,29.06,59.25,0,32.3,45,0
inc-004938,2026-01-24T23:59:00+00:00,inventory,asia-south1,backend,medium,quota_exhaustion,16,9,270,4.575,57.59,70.5,0,27.68,58,0
inc-004939,2026-01-25T00:06:00+00:00,user-profile,us-east1,platform,low,database_latency,6,1,1098,1.358,54.59,65.47,0,34.22,36,0
inc-004940,2026-01-25T00:13:00+00:00,user-profile,us-central1,ml-platform,low,bad_deploy,7,3,98,6.006,45.99,75.53,1,23.62,38,0
inc-004941,2026-01-25T00:20:00+00:00,payments,europe-west1,platform,high,dependency_timeout,62,28,701,1.326,59.51,50.28,0,49.4,192,1
inc-004942,2026-01-25T00:27:00+00:00,checkout,europe-west1,backend,high,database_latency,76,29,402,2.157,98.18,56.97,0,50.72,187,1
inc-004943,2026-01-25T00:34:00+00:00,payments,us-east1,backend,high,dependency_timeout,23,3,982,0.86,51.21,76.7,0,37.48,90,1
inc-004944,2026-01-25T00:41:00+00:00,search,asia-south1,sre,high,quota_exhaustion,30,8,292,7.017,43.44,56.91,0,41.85,121,1
inc-004945,2026-01-25T00:48:00+00:00,user-profile,us-central1,payments,high,traffic_spike,32,17,220,2.679,81.22,51.94,1,27.94,118,1
inc-004946,2026-01-25T00:55:00+00:00,payments,us-central1,sre,low,dependency_timeout,6,3,1019,0.641,50.66,69.35,0,30.1,43,0
inc-004947,2026-01-25T01:02:00+00:00,user-profile,europe-west1,ml-platform,critical,dependency_timeout,64,23,926,0.73,98.61,62.35,0,54.14,155,1
inc-004948,2026-01-25T01:09:00+00:00,payments,europe-west1,ml-platform,medium,traffic_spike,19,10,110,0.667,82.52,68.06,0,13.3,33,0
inc-004949,2026-01-25T01:16:00+00:00,payments,europe-west1,payments,high,traffic_spike,31,18,154,0.376,49.36,63.18,1,18.93,42,1
inc-004950,2026-01-25T01:23:00+00:00,user-profile,us-central1,ml-platform,low,database_latency,10,5,749,1.415,49.19,56.87,0,27.47,45,0
inc-004951,2026-01-25T01:30:00+00:00,search,us-central1,backend,low,traffic_spike,5,2,250,0.582,59.49,89.63,0,10.25,20,0
inc-004952,2026-01-25T01:37:00+00:00,user-profile,us-east1,platform,medium,database_latency,13,5,991,0.249,42.07,54.84,0,31.37,59,0
inc-004953,2026-01-25T01:44:00+00:00,recommendations,us-central1,backend,high,database_latency,71,26,653,0.781,60.93,68.16,1,50.62,111,1
inc-004954,2026-01-25T01:51:00+00:00,recommendations,europe-west1,ml-platform,low,dependency_timeout,8,3,322,0.369,62.15,63.62,0,12.76,30,0
